['LFXS26973', 'LFXC22526', 'LFXS28968', 'LMXS28626', 'LMXS28636', 'LFXS26566', 'LFXS28566']
REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
REFRIGERATOR 	 OPERATION 	 Durabase
REFRIGERATOR 	 INSTALLATION.Before_Installing 	 Installation Overview
Installation Overview 	 description_INSTALLATION_REFRIGERATOR 	 ['Please read the following installation instructions first after purchasing this product or transporting it to another location.']
Installation Overview 	 have_features_INSTALLATION_REFRIGERATOR 	 ['Unpacking the Refrigerator', 'Choosing the Proper Location', 'Disassembling/Assembling', 'Connecting the Water Line', 'Leveling and Door Alignment']
Installation Overview 	 warning 	 ['Connect to potable water supply only.']
Unpacking the Refrigerator 	 have_features_INSTALLATION_REFRIGERATOR 	 Refrigerator
Refrigerator 	 unpacking.description 	 ['Remove tape and any temporary labels from your refrigerator before using. Do not remove any warning labels, the model and serial number label, or the Tech Sheet that is located under the front of the refrigerator.', 'To remove any remaining tape or glue, rub the area briskly with your thumb. Tape or glue residue can also be easily removed by rubbing a small amount of liquid dish soap over the adhesive with your fingers. Wipe with warm water and dry.', 'Do not use sharp instruments, rubbing alcohol, flammable fluids, or abrasive cleaners to remove tape or glue. These products can damage the surface of your refrigerator.', 'Reinstall or adjust shelves as needed. Refrigerator shelves are installed in the shipping position. Reinstall shelves according to your individual storage needs.']
Refrigerator 	 unpacking.warning 	 ['Use two or more people to move and install the refrigerator. Failure to do so can result in back injury or other injury.', 'The refrigerator is heavy. Protect the floor when moving the refrigerator for cleaning or service. Always pull the refrigerator straight out when moving it. Do not wiggle or walk the refrigerator when trying to move it, as floor damage could occur.', 'Keep flammable materials and vapors, such as gasoline, away from the refrigerator. Failure to do so can result in fire, explosion, or death.']
REFRIGERATOR 	 INSTALLATION.Before_Installing 	 Unpacking the Refrigerator
REFRIGERATOR 	 INSTALLATION 	 Choosing the Proper Location
Choosing the Proper Location 	 have_features_INSTALLATION_REFRIGERATOR 	 Proper Location
Proper Location 	 choosing 	 Water
Water 	 description_INSTALLATION_REFRIGERATOR 	 ['The refrigerator must be located where a water supply can be connected for the automatic icemaker.', 'The water pressure must be 20-120 psi or 138-827 kPa or 1.4-8.4 kgf/cm. If the refrigerator is installed in an area with low water pressure (below 20 psi or 138 kPa or 1.4 kgf/cm), you can install a booster pump to compensate for the low pressure.']
Electricity 	 description_INSTALLATION_REFRIGERATOR 	 ['Use an individual, grounded outlet115 Volts, 60 Hz, AC, 15 amps minimum.']
Electricity 	 warning 	 ['Do not overload house wiring and cause a fire hazard by plugging in multiple appliances in the same outlet with the refrigerator.', 'To reduce the risk of electric shock, do not install the refrigerator in a wet or damp area.']
Flooring 	 description_INSTALLATION_REFRIGERATOR 	 ['To avoid noise and vibration, the unit must be installed and leveled on a solidly constructed floor. If required, adjust the leveling legs to compensate for the unevenness of the floor.', 'Installing on carpeting, soft tile surfaces, a platform or weakly supported structure is not recommended.']
Ambient Temperature 	 description_INSTALLATION_REFRIGERATOR 	 ['Install this appliance in an area where the temperature is between 55 °F (13 °C) and 110 °F (43 °C).', 'If the temperature around the appliance is too low or high, cooling ability may be adversely affected.']
Dimensions and Clearances 	 description_INSTALLATION_REFRIGERATOR 	 ['Check the dimensions of the appliance and the installation path to ensure there is sufficient room to move the refrigerator through doors or narrow openings.', 'If an opening is too narrow to fit the refrigerator through, remove the refrigerator doors. See Removing/Assembling the Doors and Drawers in this manual.', 'The installation location chosen for the refrigerator should allow space behind the unit for connections and airflow and space in front to open the doors and drawers.', 'Too small of a distance from adjacent items may result in lowered freezing capability and increased electricity consumption charges. Allow at least 24 inches (610 mm) in front of the refrigerator to open the doors, and at least 2 inches (50.8 mm) between the back of the refrigerator and the wall.']
Proper Location 	 choosing 	 Electricity
Proper Location 	 choosing 	 Flooring
Proper Location 	 choosing 	 Ambient Temperature
Proper Location 	 choosing 	 Dimensions and Clearances
Removing/Assembling Handles 	 have_features_INSTALLATION_REFRIGERATOR 	 Handles
Handles 	 Removing.summary.description 	 ['When moving the refrigerator through a narrow opening, removing the doors is preferred. If you must remove the handles, be very careful not to scratch the doors.', 'The appearance of the handles may vary from what is shown.']
Handles 	 Removing.summary.prerequisites.caution 	 ['When assembling or disassembling the refrigerator handles, grasp the handle firmly to avoid dropping it.', 'Do not swing the handle into nearby people or animals.', 'Make sure that the set screws are in place and the handle footprints at the ends of the handles are aligned correctly over the mounting fasteners on the doors. The set screws should be loose enough to allow the handle footprints to slide down into place over the mounting fasteners on the door.', 'Make sure that there is not a gap between the door and handle after assembling the handle.']
Handles 	 Removing.summary 	 Tools Needed
Tools Needed 	 description_INSTALLATION_REFRIGERATOR 	 ['3/32 in. Allen wrench', '1/8 in. Allen wrench', '1/4 in. Allen wrench']
Handles 	 Removing 	 Removing Refrigerator Handles
Removing Refrigerator Handles 	 have_features_INSTALLATION_REFRIGERATOR 	 Refrigerator Handles
Refrigerator Handles 	 removing.procedure.steps 	 ['Loosen the set screws a with a 3/32 in. Allen wrench and remove the handle.', 'If needed, loosen the mounting fasteners b that connect the refrigerator door and handle using a 1/4 in. Allen wrench, and remove the mounting fasteners.']
Assembling Refrigerator Handles 	 have_features_INSTALLATION_REFRIGERATOR 	 Refrigerator Handles
Refrigerator Handles 	 assembling.procedure.steps 	 ['If needed, reassemble the mounting fasteners a on the door with a 1/4 in. Allen wrench.', 'Place the handle on the door by fitting the handle footprints over the mounting fasteners and tightening the set screws b with a 3/32 in. Allen wrench.']
Removing Freezer Drawer Handles 	 have_features_INSTALLATION_REFRIGERATOR 	 Freezer Drawer Handles
Freezer Drawer Handles 	 removing.procedure.steps 	 ['Loosen the set screws a located on the lower side of the handle with a 1/8 in. Allen wrench and remove the handle.', 'Loosen the mounting fasteners b with a 1/4 in. Allen wrench, and remove the mounting fasteners.']
Assembling Freezer Drawer Handles 	 have_features_INSTALLATION_REFRIGERATOR 	 Freezer Drawer Handles
Freezer Drawer Handles 	 assembling.procedure.steps 	 ['Assemble the mounting fasteners a at both ends of the handle with a 1/4 in. Allen wrench.', 'Place the handle on the door by fitting the handle footprints over the mounting fasteners and tightening the set screws b with a 1/8 in. Allen wrench.']
Handles 	 Removing 	 Assembling Refrigerator Handles
Handles 	 Removing 	 Removing Freezer Drawer Handles
Handles 	 Removing 	 Assembling Freezer Drawer Handles
Handles 	 Assembling.summary.description 	 ['When moving the refrigerator through a narrow opening, removing the doors is preferred. If you must remove the handles, be very careful not to scratch the doors.', 'The appearance of the handles may vary from what is shown.']
Handles 	 Assembling.summary.prerequisites.caution 	 ['When assembling or disassembling the refrigerator handles, grasp the handle firmly to avoid dropping it.', 'Do not swing the handle into nearby people or animals.', 'Make sure that the set screws are in place and the handle footprints at the ends of the handles are aligned correctly over the mounting fasteners on the doors. The set screws should be loose enough to allow the handle footprints to slide down into place over the mounting fasteners on the door.', 'Make sure that there is not a gap between the door and handle after assembling the handle.']
Handles 	 Assembling.summary 	 Tools Needed
Handles 	 Assembling 	 Removing Refrigerator Handles
Handles 	 Assembling 	 Assembling Refrigerator Handles
Handles 	 Assembling 	 Removing Freezer Drawer Handles
Handles 	 Assembling 	 Assembling Freezer Drawer Handles
Removing/Assembling Doors and Drawers 	 have_features_INSTALLATION_REFRIGERATOR 	 Doors and Drawers
Doors and Drawers 	 Removing.summary.description 	 ['If the entrance door is too narrow for the refrigerator to pass through, remove the refrigerator doors and move the refrigerator sideways through the doorway.']
Doors and Drawers 	 Removing.summary.prerequisites.warning 	 ['Use two or more people to remove and install the refrigerator doors and freezer drawer.', 'Disconnect the electrical supply to the refrigerator before installing.', 'Do not put hands, feet or other objects into the air vents or bottom of the refrigerator.', 'Be careful when handling the hinge and hinge lever.', 'Remove food and bins before detaching the doors and drawer.', 'Do not hold the handle when removing or replacing the doors and drawer as the handle may come off.']
Doors and Drawers 	 Removing.summary 	 Tools Needed
Doors and Drawers 	 Removing 	 Removing the Left Refrigerator Door
