OPERATION 	 description 	 steps before use
Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off 	 talks about 	 cycling off in increments of five minutes off
Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off 	 talks about 	 increments of five minutes off
Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off 	 talks about 	 four hours
Fresh Air Filter 	 cycling off in 	 increments of ten minutes on off
Fresh Air Filter 	 stays continuously 	 cycling on
Fresh Air Filter 	 stays continuously 	 cycling off in increments of ten minutes on off
Fresh Air Filter 	 stays continuously 	 cycling off in increments of five minutes off
Fresh Air Filter 	 cycling off in 	 increments of five minutes off
Fresh Air Filter 	 stays continuously for 	 four hours
four hours, Fresh Air Filter switches back to Auto mode 	 talks about 	 Fresh Air Filter
four hours, Fresh Air Filter switches back to Auto mode 	 talks about 	 four hours
Fresh Air Filter 	 switches back 	 four hours
Auto Mode description 	 talks about 	 In Auto Mode, the Fresh Air Filter cycles on and off in increments of ten minutes on and 110 minutes off.
Auto Mode change mode 	 talks about 	 Press the Fresh Air Filter button repeatedly to toggle between Power mode and Auto Mode.
Press the Fresh Air Filter button repeatedly to toggle between Power mode and Auto Mode. 	 paraphrase 	 the Fresh Air Filter button should be pressed repeatedly to toggle between Power mode and Auto Mode
the Fresh Air Filter button should be pressed repeatedly to toggle between Power mode and Auto Mode 	 talks about 	 the Fresh Air Filter button
the Fresh Air Filter button should be pressed repeatedly to toggle between Power mode and Auto Mode 	 talks about 	 repeatedly to toggle between Power mode and Auto Mode
the Fresh Air Filter button 	 should be pressed 	 repeatedly to toggle between Power mode and Auto Mode
the Fresh Air Filter button should be pressed repeatedly to toggle between Power mode and Auto Mode 	 talks about 	 toggle between Power mode and Auto Mode
the Fresh Air Filter button 	 should be pressed repeatedly to 	 toggle between Power mode and Auto Mode
Power Mode description 	 talks about 	 If set to Power Mode, the Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off.
Power Mode description 	 talks about 	 After four hours, the Fresh Air Filter switches back to Auto mode.
If set to Power Mode, the Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off. 	 talks about 	 set to Power Mode
If set to Power Mode, the Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off. 	 talks about 	 the Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off
the Fresh Air Filter stays on continuously for four hours , cycling on and off in increments of ten minutes on and five minutes off 	 Condition 	 set to Power Mode
set to Power Mode 	 Follows 	 the Fresh Air Filter stays on continuously for four hours , cycling on and off in increments of ten minutes on and five minutes off
After four hours, the Fresh Air Filter switches back to Auto mode. 	 talks about 	 four hours, the Fresh Air Filter switches back to Auto mode
the Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off 	 talks about 	 the Fresh Air Filter
the Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off 	 talks about 	 increments of five minutes off
the Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off 	 talks about 	 four hours
the Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off 	 talks about 	 increments of ten minutes on off
the Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off 	 talks about 	 cycling off in increments of ten minutes on off
the Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off 	 talks about 	 cycling off in increments of five minutes off
the Fresh Air Filter stays on continuously for four hours, cycling on and off in increments of ten minutes on and five minutes off 	 talks about 	 cycling on
the Fresh Air Filter 	 cycling off in 	 increments of five minutes off
the Fresh Air Filter 	 stays continuously for 	 four hours
the Fresh Air Filter 	 cycling off in 	 increments of ten minutes on off
the Fresh Air Filter 	 stays continuously 	 cycling off in increments of ten minutes on off
the Fresh Air Filter 	 stays continuously 	 cycling off in increments of five minutes off
the Fresh Air Filter 	 stays continuously 	 cycling on
four hours, the Fresh Air Filter switches back to Auto mode 	 talks about 	 the Fresh Air Filter
four hours, the Fresh Air Filter switches back to Auto mode 	 talks about 	 four hours
the Fresh Air Filter 	 switches back 	 four hours
Power Mode change mode 	 talks about 	 Press the Fresh Air Filter button repeatedly to toggle between Power mode and Auto mode.
Press the Fresh Air Filter button repeatedly to toggle between Power mode and Auto mode. 	 paraphrase 	 the Fresh Air Filter button should be pressed repeatedly to toggle between Power mode and Auto mode
the Fresh Air Filter button should be pressed repeatedly to toggle between Power mode and Auto mode 	 talks about 	 the Fresh Air Filter button
the Fresh Air Filter button should be pressed repeatedly to toggle between Power mode and Auto mode 	 talks about 	 repeatedly to toggle between Power mode and Auto mode
the Fresh Air Filter button 	 should be pressed 	 repeatedly to toggle between Power mode and Auto mode
the Fresh Air Filter button should be pressed repeatedly to toggle between Power mode and Auto mode 	 talks about 	 toggle between Power mode and Auto mode
the Fresh Air Filter button 	 should be pressed repeatedly to 	 toggle between Power mode and Auto mode
Fresh Air Filter replacement information 	 talks about 	 Replace the air filter when the g icon turns on.
Fresh Air Filter replacement information 	 talks about 	 After replacing the air filter, press and hold the Fresh Air Filter button for three seconds to turn the icon light off.
Fresh Air Filter replacement information 	 talks about 	 Replace the air filter approximately every six months.
Replace the air filter when the g icon turns on. 	 talks about 	 the g icon turns on
Replace the air filter when the g icon turns on. 	 talks about 	 Replace the air filter
Replace the air filter 	 Synchronous 	 the g icon turns on
Replace the air filter approximately every six months. 	 paraphrase 	 the air filter should be replaced approximately every six months
the air filter should be replaced approximately every six months 	 talks about 	 the air filter
the air filter should be replaced approximately every six months 	 talks about 	 approximately every six months
the air filter 	 should be replaced 	 approximately every six months
Replace the air filter 	 paraphrase 	 the air filter should be replaced 
the air filter should be replaced approximately every six months 	 talks about 	 approximately
the air filter should be replaced approximately every six months 	 talks about 	 every six months
the air filter 	 should be replaced 	 approximately
the air filter 	 should be replaced 	 every six months
Fresh Air Filter replacement period 	 talks about 	 Replace the air filter approximately every six months.
Lock description 	 talks about 	 The lock function disables every other button on the display.
Lock description 	 talks about 	 When power is initially connected to the refrigerator, The lock function is off.
When power is initially connected to the refrigerator, The lock function is off. 	 talks about 	 power is initially connected to the refrigerator
When power is initially connected to the refrigerator, The lock function is off. 	 talks about 	 The lock function is off
The lock function is off 	 Synchronous 	 power is initially connected to the refrigerator
The lock function disables every other button on the display. 	 talks about 	 The lock function
The lock function disables every other button on the display. 	 talks about 	 every other button on the display
The lock function 	 disables 	 every other button on the display
power is initially connected to the refrigerator 	 talks about 	 power
power is initially connected to the refrigerator 	 talks about 	 initially
power 	 is connected 	 initially
The lock function is off 	 talks about 	 The lock function
Lock use 	 talks about 	 To lock the control panel buttons, press and hold the Lock button until the k icon appears in the display and the function is activated.
To lock the control panel buttons, press and hold the Lock button until the k icon appears in the display and the function is activated. 	 talks about 	 the control panel buttons
To lock the control panel buttons, press and hold the Lock button until the k icon appears in the display and the function is activated. 	 talks about 	 press and hold the Lock button until the k icon appears in the display and the function is activated
