['LRMNC1803', 'LRMNC1813']
REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
['Do not scratch the refrigerator with a sharp object or use a detergent that contains alcohol, a flammable liquid or an abrasive when removing any tape or adhesive from the refrigerator. Remove adhesive residue by wiping it off with your thumb or dish detergent.', 'Do not peel off the model or serial number label or the technical information on the rear surface of the refrigerator.'] 	 talks_about 	 Do not peel off the model or serial number label or the technical information on the rear surface of the refrigerator.
Do not scratch the refrigerator with a sharp object or use a detergent that contains alcohol, a flammable liquid or an abrasive when removing any tape or adhesive from the refrigerator. 	 talks_about 	 contains alcohol, a flammable liquid or an abrasive when removing any tape or adhesive from the refrigerator
Do not scratch the refrigerator with a sharp object or use a detergent that contains alcohol, a flammable liquid or an abrasive when removing any tape or adhesive from the refrigerator. 	 talks_about 	 Do not scratch the refrigerator with a sharp object or use a detergent
Do not scratch the refrigerator with a sharp object or use a detergent 	 that 	 contains alcohol , a flammable liquid or an abrasive when removing any tape or adhesive from the refrigerator
Remove adhesive residue by wiping adhesive residue off with your thumb or dish detergent. 	 paraphrase 	 adhesive residue should be removed by wiping adhesive residue off with your thumb or dish detergent
adhesive residue should be removed by wiping adhesive residue off with your thumb or dish detergent 	 talks_about 	 adhesive residue
adhesive residue should be removed by wiping adhesive residue off with your thumb or dish detergent 	 talks_about 	 by wiping adhesive residue off with your thumb or dish detergent
adhesive residue 	 should_be_removed 	 by wiping adhesive residue off with your thumb or dish detergent
Do not peel off the model or serial number label or the technical information on the rear surface of the refrigerator. 	 paraphrase 	 the model or serial number label or the technical information on the rear surface of the refrigerator should not be peeled off
the model or serial number label or the technical information on the rear surface of the refrigerator should not be peeled off 	 talks_about 	 the model or serial number label or the technical information on the rear surface of the refrigerator
contains alcohol , a flammable liquid or an abrasive when removing any tape or adhesive from the refrigerator 	 talks_about 	 removing any tape or adhesive from the refrigerator
contains alcohol , a flammable liquid or an abrasive when removing any tape or adhesive from the refrigerator 	 talks_about 	 contains alcohol, a flammable liquid or an abrasive
contains alcohol , a flammable liquid or an abrasive 	 Synchronous 	 removing any tape or adhesive from the refrigerator
removing any tape or adhesive from the refrigerator 	 Synchronous 	 contains alcohol , a flammable liquid or an abrasive
['The inside of the refrigerator may smell like plastic at first. Remove any adhesive tape from inside the refrigerator and open the refrigerator doors and the freezer drawers for ventilation.'] 	 talks_about 	 The inside of the refrigerator may smell like plastic at first.
['The inside of the refrigerator may smell like plastic at first. Remove any adhesive tape from inside the refrigerator and open the refrigerator doors and the freezer drawers for ventilation.'] 	 talks_about 	 Remove any adhesive tape from inside the refrigerator and open the refrigerator doors and the freezer drawers for ventilation.
The inside of the refrigerator may smell like plastic at first. 	 talks_about 	 The inside of the refrigerator
['Check if the power supply is connected before use.'] 	 talks_about 	 Check if the power supply is connected before use.
Check if the power supply is connected before use. 	 talks_about 	 the power supply is connected before use
Check if the power supply is connected before use. 	 talks_about 	 Check
Check 	 Condition 	 the power supply is connected before use
the power supply is connected before use 	 Follows 	 Check
['Allow the refrigerator to run for at least two to three hours before putting food in it. Check the flow of cold air in the freezer compartment to ensure proper cooling.'] 	 talks_about 	 Allow the refrigerator to run for at least two to three hours before putting food in the refrigerator.
['Allow the refrigerator to run for at least two to three hours before putting food in it. Check the flow of cold air in the freezer compartment to ensure proper cooling.'] 	 talks_about 	 Check the flow of cold air in the freezer compartment to ensure proper cooling.
Allow the refrigerator to run for at least two to three hours before putting food in the refrigerator. 	 paraphrase 	 the refrigerator should be allowed to run for at least two to three hours before putting food in the refrigerator
the refrigerator should be allowed to run for at least two to three hours before putting food in the refrigerator 	 talks_about 	 the refrigerator
the refrigerator should be allowed to run for at least two to three hours before putting food in the refrigerator 	 talks_about 	 to run for at least two to three hours before putting food in the refrigerator
the refrigerator 	 should_be_allowed 	 to run for at least two to three hours before putting food in the refrigerator
Check the flow of cold air in the freezer compartment to ensure proper cooling. 	 paraphrase 	 the flow of cold air should be checked in the freezer compartment to ensure proper cooling
the flow of cold air should be checked in the freezer compartment to ensure proper cooling 	 talks_about 	 the flow of cold air
the flow of cold air should be checked in the freezer compartment to ensure proper cooling 	 talks_about 	 in the freezer compartment to ensure proper cooling
the flow of cold air 	 should_be_checked 	 in the freezer compartment to ensure proper cooling
the refrigerator should be allowed to run for at least two to three hours before putting food in the refrigerator 	 talks_about 	 at least two to three hours
the refrigerator should be allowed to run for at least two to three hours before putting food in the refrigerator 	 talks_about 	 putting food in the refrigerator
at least two to three hours 	 to_run_for_reverse 	 the refrigerator
the refrigerator 	 to_run_before 	 putting food in the refrigerator
the refrigerator 	 to_run_for 	 at least two to three hours
putting food in the refrigerator 	 to_run_before_reverse 	 the refrigerator
the flow of cold air should be checked in the freezer compartment to ensure proper cooling 	 talks_about 	 ensure proper cooling
the flow of cold air should be checked in the freezer compartment to ensure proper cooling 	 talks_about 	 the freezer compartment
the flow of cold air 	 should_be_checked_to 	 ensure proper cooling
ensure proper cooling 	 should_be_checked_to_reverse 	 the flow of cold air
the freezer compartment 	 should_be_checked_in_reverse 	 the flow of cold air
the flow of cold air 	 should_be_checked_in 	 the freezer compartment
['Putting food in the refrigerator before it has cooled could cause the food to spoil, or a bad odor to remain inside the refrigerator.'] 	 talks_about 	 Putting food in the refrigerator before the refrigerator has cooled could cause food to spoil, or a bad odor to remain inside the refrigerator.
Putting food in the refrigerator before the refrigerator has cooled could cause food to spoil, or a bad odor to remain inside the refrigerator. 	 talks_about 	 the refrigerator has cooled
Putting food in the refrigerator before the refrigerator has cooled could cause food to spoil, or a bad odor to remain inside the refrigerator. 	 talks_about 	 Putting food in the refrigerator could cause food to spoil, or a bad odor to remain inside the refrigerator
Putting food in the refrigerator could cause food to spoil , or a bad odor to remain inside the refrigerator 	 succeded_by 	 the refrigerator has cooled
the refrigerator has cooled 	 preceded_by 	 Putting food in the refrigerator could cause food to spoil , or a bad odor to remain inside the refrigerator
Putting food in the refrigerator could cause food to spoil, or a bad odor to remain inside the refrigerator 	 talks_about 	 Putting food in the refrigerator
Putting food in the refrigerator could cause food to spoil, or a bad odor to remain inside the refrigerator 	 talks_about 	 food to spoil
Putting food in the refrigerator could cause food to spoil, or a bad odor to remain inside the refrigerator 	 talks_about 	 a bad odor
Putting food in the refrigerator could cause food to spoil, or a bad odor to remain inside the refrigerator 	 talks_about 	 the refrigerator
Putting food in the refrigerator 	 could_cause 	 food to spoil
food to spoil 	 could_cause_reverse 	 Putting food in the refrigerator
a bad odor 	 to_remain_inside 	 the refrigerator
the refrigerator 	 to_remain_inside_reverse 	 a bad odor
['This is normal. The volume will decrease as the temperature decreases.'] 	 talks_about 	 makes is normal.
['This is normal. The volume will decrease as the temperature decreases.'] 	 talks_about 	 The volume will decrease as the temperature decreases.
The volume will decrease as the temperature decreases. 	 talks_about 	 as the temperature decreases
The volume will decrease as the temperature decreases. 	 talks_about 	 The volume will decrease
makes is normal. 	 talks_about 	 makes
makes is normal. 	 talks_about 	 normal
makes 	 is 	 normal
normal 	 is_reverse 	 makes
['Depending on the model, some of the following functions may not be available.', 'The actual control panel may differ from model to model.'] 	 talks_about 	 Depending on the model, some of the following functions may not be available.
['Depending on the model, some of the following functions may not be available.', 'The actual control panel may differ from model to model.'] 	 talks_about 	 The actual control panel may differ from model to model.
Depending on the model, some of the following functions may not be available. 	 talks_about 	 some of the following functions
