REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
the icemaker is turned on while the refrigerator is not connected to the water supply 	 Follows 	 The the icemaker water valve may buzz
Turn off the icemaker 	 paraphrase 	 the icemaker should be turned off
the icemaker should be turned off 	 talks_about 	 the icemaker
the icemaker is turned on while the refrigerator is not connected to the water supply 	 talks_about 	 the refrigerator is not connected to the water supply
the icemaker is turned on while the refrigerator is not connected to the water supply 	 talks_about 	 the icemaker is turned on
the icemaker is turned on 	 Synchronous 	 the refrigerator is not connected to the water supply
the refrigerator is not connected to the water supply 	 Synchronous 	 the icemaker is turned on
the refrigerator is not yet connected to the water supply 	 talks_about 	 the refrigerator
sentence_list_96a0lx 	 talks_about 	 Allow the refrigerator to run for at least two to three hours before putting food in the refrigerator.
sentence_list_96a0lx 	 talks_about 	 Check the flow of cold air in the freezer compartment to ensure proper cooling.
Allow the refrigerator to run for at least two to three hours before putting food in the refrigerator. 	 paraphrase 	 the refrigerator should be allowed to run for at least two to three hours before putting food in the refrigerator
the refrigerator should be allowed to run for at least two to three hours before putting food in the refrigerator 	 talks_about 	 the refrigerator
the refrigerator should be allowed to run for at least two to three hours before putting food in the refrigerator 	 talks_about 	 to run for at least two to three hours before putting food in the refrigerator
the refrigerator 	 should_be_allowed 	 to run for at least two to three hours before putting food in the refrigerator
Check the flow of cold air in the freezer compartment to ensure proper cooling. 	 paraphrase 	 the flow of cold air should be checked in the freezer compartment to ensure proper cooling
the flow of cold air should be checked in the freezer compartment to ensure proper cooling 	 talks_about 	 the flow of cold air
the flow of cold air should be checked in the freezer compartment to ensure proper cooling 	 talks_about 	 in the freezer compartment to ensure proper cooling
the flow of cold air 	 should_be_checked 	 in the freezer compartment to ensure proper cooling
the refrigerator should be allowed to run for at least two to three hours before putting food in the refrigerator 	 talks_about 	 putting food in the refrigerator
the refrigerator should be allowed to run for at least two to three hours before putting food in the refrigerator 	 talks_about 	 at least two to three hours
putting food in the refrigerator 	 to_run_before_reverse 	 the refrigerator
at least two to three hours 	 to_run_for_reverse 	 the refrigerator
the refrigerator 	 to_run_for 	 at least two to three hours
the refrigerator 	 to_run_before 	 putting food in the refrigerator
the flow of cold air should be checked in the freezer compartment to ensure proper cooling 	 talks_about 	 the freezer compartment
the flow of cold air should be checked in the freezer compartment to ensure proper cooling 	 talks_about 	 ensure proper cooling
the freezer compartment 	 should_be_checked_in_reverse 	 the flow of cold air
the flow of cold air 	 should_be_checked_in 	 the freezer compartment
ensure proper cooling 	 should_be_checked_to_reverse 	 the flow of cold air
the flow of cold air 	 should_be_checked_to 	 ensure proper cooling
sentence_list_4fbu2k 	 talks_about 	 Putting food in the refrigerator before the refrigerator has cooled could cause food to spoil, or a bad odor to remain inside the refrigerator.
Putting food in the refrigerator before the refrigerator has cooled could cause food to spoil, or a bad odor to remain inside the refrigerator. 	 talks_about 	 the refrigerator has cooled
Putting food in the refrigerator before the refrigerator has cooled could cause food to spoil, or a bad odor to remain inside the refrigerator. 	 talks_about 	 Putting food in the refrigerator could cause food to spoil, or a bad odor to remain inside the refrigerator
Putting food in the refrigerator could cause food to spoil , or a bad odor to remain inside the refrigerator 	 succeded_by 	 the refrigerator has cooled
the refrigerator has cooled 	 preceded_by 	 Putting food in the refrigerator could cause food to spoil , or a bad odor to remain inside the refrigerator
Putting food in the refrigerator could cause food to spoil, or a bad odor to remain inside the refrigerator 	 talks_about 	 the refrigerator
Putting food in the refrigerator could cause food to spoil, or a bad odor to remain inside the refrigerator 	 talks_about 	 a bad odor
Putting food in the refrigerator could cause food to spoil, or a bad odor to remain inside the refrigerator 	 talks_about 	 food to spoil
Putting food in the refrigerator could cause food to spoil, or a bad odor to remain inside the refrigerator 	 talks_about 	 Putting food in the refrigerator
the refrigerator 	 to_remain_inside_reverse 	 a bad odor
food to spoil 	 could_cause_reverse 	 Putting food in the refrigerator
a bad odor 	 to_remain_inside 	 the refrigerator
Putting food in the refrigerator 	 could_cause 	 food to spoil
sentence_list_p7gz0e 	 talks_about 	 makes is normal.
sentence_list_p7gz0e 	 talks_about 	 The volume will decrease as the temperature decreases.
The volume will decrease as the temperature decreases. 	 talks_about 	 as the temperature decreases
The volume will decrease as the temperature decreases. 	 talks_about 	 The volume will decrease
makes is normal. 	 talks_about 	 normal
makes is normal. 	 talks_about 	 makes
normal 	 is_reverse 	 makes
makes 	 is 	 normal
sentence_list_8m19nj 	 talks_about 	 Depending on the model, some of the following functions may not be available.
sentence_list_8m19nj 	 talks_about 	 The actual control panel may differ from model to model.
Depending on the model, some of the following functions may not be available. 	 talks_about 	 some of the following functions
sentence_list_7xkqx3 	 talks_about 	 When the refrigerator is in the Power Saving Mode, the display remains off until a door is opened or a button is pressed.
sentence_list_7xkqx3 	 talks_about 	 Once on, the display remains on for 20 seconds.
When the refrigerator is in the Power Saving Mode, the display remains off until a door is opened or a button is pressed. 	 talks_about 	 the refrigerator is in the Power Saving Mode
When the refrigerator is in the Power Saving Mode, the display remains off until a door is opened or a button is pressed. 	 talks_about 	 the display remains off until a door is opened or a button is pressed
the display remains off until a door is opened or a button is pressed 	 Synchronous 	 the refrigerator is in the Power Saving Mode
the refrigerator is in the Power Saving Mode 	 Synchronous 	 the display remains off until a door is opened or a button is pressed
Once on, the display remains on for 20 seconds. 	 talks_about 	 on, the display remains on for 20 seconds
the display remains off until a door is opened or a button is pressed 	 talks_about 	 a door is opened or a button is pressed
the display remains off until a door is opened or a button is pressed 	 talks_about 	 the display remains off
the display remains off 	 succeded_by 	 a door is opened or a button is pressed
a door is opened or a button is pressed 	 preceded_by 	 the display remains off
a door is opened or a button is pressed 	 talks_about 	 a button is pressed
a door is opened or a button is pressed 	 talks_about 	 a door is opened
a door is opened 	 Alternative 	 a button is pressed
a button is pressed 	 Alternative 	 a door is opened
the refrigerator is in the Power Saving Mode 	 talks_about 	 the Power Saving Mode
the refrigerator is in the Power Saving Mode 	 talks_about 	 the refrigerator
the Power Saving Mode 	 is_in_reverse 	 the refrigerator
the refrigerator 	 is_in 	 the Power Saving Mode
on, the display remains on for 20 seconds 	 talks_about 	 20 seconds
on, the display remains on for 20 seconds 	 talks_about 	 the display
20 seconds 	 remains_for_reverse 	 the display
the display 	 remains_for 	 20 seconds
the display remains off 	 talks_about 	 the display
sentence_list_g5bzyo 	 talks_about 	 Ice Plus increases both ice making and freezing capabilities.
sentence_list_g5bzyo 	 talks_about 	 Press the Ice Plus button to illuminate the icon and activate Ice Plus for 24 hours.
sentence_list_g5bzyo 	 talks_about 	 Ice Plus automatically shuts off after 24 hours.
sentence_list_g5bzyo 	 talks_about 	 Stop Ice Plus manually by pressing the Ice Plus button once more.
Press the Ice Plus button to illuminate the icon and activate Ice Plus for 24 hours. 	 paraphrase 	 the Ice Plus button should be pressed to illuminate the icon and activate Ice Plus for 24 hours
the Ice Plus button should be pressed to illuminate the icon and activate Ice Plus for 24 hours 	 talks_about 	 the Ice Plus button
the Ice Plus button should be pressed to illuminate the icon and activate Ice Plus for 24 hours 	 talks_about 	 to illuminate the icon and activate Ice Plus for 24 hours
the Ice Plus button 	 should_be_pressed 	 to illuminate the icon and activate Ice Plus for 24 hours
Stop Ice Plus manually by pressing the Ice Plus button once more. 	 paraphrase 	 Ice Plus should be stopped manually by pressing the Ice Plus button once more
Ice Plus should be stopped manually by pressing the Ice Plus button once more 	 talks_about 	 Ice Plus
Ice Plus should be stopped manually by pressing the Ice Plus button once more 	 talks_about 	 manually by pressing the Ice Plus button once more
Ice Plus 	 should_be_stopped 	 manually by pressing the Ice Plus button once more
Ice Plus increases both ice making and freezing capabilities. 	 talks_about 	 Ice Plus
Ice Plus increases both ice making and freezing capabilities. 	 talks_about 	 both ice making
Ice Plus increases both ice making and freezing capabilities. 	 talks_about 	 both freezing capabilities
Ice Plus 	 increases 	 both ice making
both freezing capabilities 	 increases_reverse 	 Ice Plus
Ice Plus 	 increases 	 both freezing capabilities
both ice making 	 increases_reverse 	 Ice Plus
the Ice Plus button should be pressed to illuminate the icon and activate Ice Plus for 24 hours 	 talks_about 	 the Ice
the Ice Plus button should be pressed to illuminate the icon and activate Ice Plus for 24 hours 	 talks_about 	 illuminate the icon
the Ice Plus button should be pressed to illuminate the icon and activate Ice Plus for 24 hours 	 talks_about 	 button
the Ice Plus button should be pressed to illuminate the icon and activate Ice Plus for 24 hours 	 talks_about 	 the icon
the Ice Plus button should be pressed to illuminate the icon and activate Ice Plus for 24 hours 	 talks_about 	 24 hours
the Ice Plus button should be pressed to illuminate the icon and activate Ice Plus for 24 hours 	 talks_about 	 Ice
the Ice Plus button should be pressed to illuminate the icon and activate Ice Plus for 24 hours 	 talks_about 	 activate Ice
the Ice 	 should_be_pressed_to 	 illuminate the icon
button 	 to_illuminate 	 the icon
button 	 should_be_pressed_for 	 24 hours
button 	 to_activate 	 Ice
button 	 should_be_pressed_to 	 illuminate the icon
24 hours 	 should_be_pressed_for_reverse 	 button
24 hours 	 should_be_pressed_for_reverse 	 the Ice
the Ice 	 should_be_pressed_for 	 24 hours
the Ice 	 to_illuminate 	 the icon
button 	 should_be_pressed_to 	 activate Ice
illuminate the icon 	 should_be_pressed_to_reverse 	 button
the Ice 	 to_activate 	 Ice
illuminate the icon 	 should_be_pressed_to_reverse 	 the Ice
the Ice 	 should_be_pressed_to 	 activate Ice
activate Ice 	 should_be_pressed_to_reverse 	 the Ice
the icon 	 to_illuminate_reverse 	 the Ice
activate Ice 	 should_be_pressed_to_reverse 	 button
the icon 	 to_illuminate_reverse 	 button
Ice 	 to_activate_reverse 	 button
Ice 	 to_activate_reverse 	 the Ice
Ice Plus automatically shuts off after 24 hours. 	 talks_about 	 Ice Plus
Ice Plus automatically shuts off after 24 hours. 	 talks_about 	 24 hours
Ice Plus 	 automatically_shuts_off_after 	 24 hours
24 hours 	 automatically_shuts_off_after_reverse 	 Ice Plus
sentence_list_203yy6 	 talks_about 	 Press the Smart Grid button to turn the function On/Off.
sentence_list_203yy6 	 talks_about 	 When the function is on, the icon illuminates.
sentence_list_203yy6 	 talks_about 	 the function automatically turns on when the refrigerator is connected to the Wi-Fi network.
sentence_list_203yy6 	 talks_about 	 When the refrigerator is responding to a Demand Response ( DR ) message from the electric company, the Grid text illuminates.
Press the Smart Grid button to turn the function On/Off. 	 paraphrase 	 the Smart Grid button should be pressed to turn the function On/Off
the Smart Grid button should be pressed to turn the function On/Off 	 talks_about 	 the Smart Grid button
the Smart Grid button should be pressed to turn the function On/Off 	 talks_about 	 to turn the function On/Off
the Smart Grid button 	 should_be_pressed 	 to turn the function On/Off
When the function is on, the icon illuminates. 	 talks_about 	 the function is on
When the function is on, the icon illuminates. 	 talks_about 	 the icon illuminates
the icon illuminates 	 Synchronous 	 the function is on
the function is on 	 Synchronous 	 the icon illuminates
the function automatically turns on when the refrigerator is connected to the Wi-Fi network. 	 talks_about 	 the refrigerator is connected to the Wi-Fi network
the function automatically turns on when the refrigerator is connected to the Wi-Fi network. 	 talks_about 	 the function automatically turns on
the function automatically turns on 	 Synchronous 	 the refrigerator is connected to the Wi-Fi network
the refrigerator is connected to the Wi-Fi network 	 Synchronous 	 the function automatically turns on
When the refrigerator is responding to a Demand Response ( DR ) message from the electric company, the Grid text illuminates. 	 talks_about 	 the refrigerator is responding to a Demand Response DR message from the electric company
When the refrigerator is responding to a Demand Response ( DR ) message from the electric company, the Grid text illuminates. 	 talks_about 	 the Grid text illuminates
the Grid text illuminates 	 Synchronous 	 the refrigerator is responding to a Demand Response DR message from the electric company
the refrigerator is responding to a Demand Response DR message from the electric company 	 Synchronous 	 the Grid text illuminates
the Smart Grid button should be pressed to turn the function On/Off 	 talks_about 	 the function
the Smart Grid button should be pressed to turn the function On/Off 	 talks_about 	 turn the function On/Off
the Smart Grid button 	 to_turn_Off 	 the function
the Smart Grid button 	 should_be_pressed_to 	 turn the function On/Off
the function 	 to_turn_Off_reverse 	 the Smart Grid button
turn the function On/Off 	 should_be_pressed_to_reverse 	 the Smart Grid button
the refrigerator is responding to a Demand Response DR message from the electric company 	 talks_about 	 a Demand Response DR message from the electric company
the refrigerator is responding to a Demand Response DR message from the electric company 	 talks_about 	 the refrigerator
a Demand Response DR message from the electric company 	 is_responding_to_reverse 	 the refrigerator
the refrigerator 	 is_responding_to 	 a Demand Response DR message from the electric company
sentence_list_o5cfjh 	 talks_about 	 Indicates the set temperature of the freezer compartment in Celsius ( ° C ) or Fahrenheit ( ° F ).
sentence_list_o5cfjh 	 talks_about 	 The default freezer temperature is 0 ° F ( -18 ° C ).
sentence_list_o5cfjh 	 talks_about 	 Press the Freezer button repeatedly to select a new set temperature from-6 ° F to 8 ° F ( -21 ° C to-13 ° C ).
Press the Freezer button repeatedly to select a new set temperature from-6 ° F to 8 ° F ( -21 ° C to-13 ° C ). 	 paraphrase 	 the Freezer button should be pressed repeatedly to select a new set temperature from-6 ° F to 8 ° F -21 ° C to-13 ° C
the Freezer button should be pressed repeatedly to select a new set temperature from-6 ° F to 8 ° F -21 ° C to-13 ° C 	 talks_about 	 the Freezer button
the Freezer button should be pressed repeatedly to select a new set temperature from-6 ° F to 8 ° F -21 ° C to-13 ° C 	 talks_about 	 repeatedly to select a new set temperature from-6 ° F to 8 ° F -21 ° C to-13 ° C
the Freezer button 	 should_be_pressed 	 repeatedly to select a new set temperature from-6 ° F to 8 ° F -21 ° C to-13 ° C
sentence_list_7tzuor 	 talks_about 	 Indicates the set temperature of the refrigerator compartment in Celsius ( ° C ) or Fahrenheit ( ° F ).
sentence_list_7tzuor 	 talks_about 	 The default refrigerator temperature is 37 ° F ( 3 ° C ).
sentence_list_7tzuor 	 talks_about 	 Press the Refrigerator button repeatedly to select a new set temperature from 33 ° F to 46 ° F ( 1 ° C to 8 ° C ).
sentence_list_7tzuor 	 talks_about 	 To change the temperature mode from ° F to ° C ( or vice versa ) press and hold the Refrigerator and Freezer buttons simultaneously for approximately five seconds.
