OPERATION 	 description 	 steps before use
This drawer 	 can be used for 	 large deli items
This drawer 	 can be used for 	 large beverages
This drawer 	 can be used for 	 large party trays
This drawer should not be used to store vegetables 	 talks about 	 This drawer
This drawer should not be used to store vegetables 	 talks about 	 store vegetables
This drawer should not be used to store vegetables 	 talks about 	 vegetables
This drawer 	 should not be used to 	 store vegetables
This drawer 	 to store 	 vegetables
Glide'N'Serve Precaution 	 talks about 	 Do not place any items on the Glide'N'Serve cover.
Variable Temperature Control use 	 talks about 	 Variable Temperature Control is only available on some models.
Variable Temperature Control use 	 talks about 	 Variable Temperature Control provides storage space with a variable temperature control that can keep the compartment at a slightly different temperature than the refrigerator section.
Variable Temperature Control use 	 talks about 	 Press the Select button to choose between Produce ( Cold ), Deli ( Colder ) and Meat ( Coldest ).
Variable Temperature Control provides storage space with a variable temperature control that can keep the compartment at a slightly different temperature than the refrigerator section. 	 talks about 	 can keep the compartment at a slightly different temperature than the refrigerator section
Variable Temperature Control provides storage space with a variable temperature control that can keep the compartment at a slightly different temperature than the refrigerator section. 	 talks about 	 Variable Temperature Control provides storage space with a variable temperature control
Variable Temperature Control provides storage space with a variable temperature control 	 that 	 can keep the compartment at a slightly different temperature than the refrigerator section
Variable Temperature Control is only available on some models. 	 talks about 	 Variable Temperature Control
Variable Temperature Control is only available on some models. 	 talks about 	 only available
Variable Temperature Control is only available on some models. 	 talks about 	 some models
Variable Temperature Control 	 is 	 only available
Variable Temperature Control 	 is only available on 	 some models
Variable Temperature Control provides storage space with a variable temperature control 	 talks about 	 Variable Temperature Control
Variable Temperature Control provides storage space with a variable temperature control 	 talks about 	 storage space
Variable Temperature Control 	 provides 	 storage space
Glide'N'Serve Assembling 	 talks about 	 To remove the Glide'N'Serve, pull out the drawer until the drawer stops, lift the front up, and pull straight out.
Glide'N'Serve Assembling 	 talks about 	 To assemble, slightly tilt up the front, insert the drawer into the frame and push the frame back into place.
To remove the Glide'N'Serve, pull out the drawer until the drawer stops, lift the front up, and pull straight out. 	 talks about 	 the drawer stops
To remove the Glide'N'Serve, pull out the drawer until the drawer stops, lift the front up, and pull straight out. 	 talks about 	 To remove the Glide'N'Serve , pull out the drawer , lift the front up , and pull straight out
To remove the Glide'N'Serve , pull out the drawer , lift the front up , and pull straight out 	 Precedence 	 the drawer stops
Glide'N'Serve Detaching 	 talks about 	 To remove the Glide'N'Serve, pull out the drawer until the drawer stops, lift the front up, and pull straight out.
Glide'N'Serve Detaching 	 talks about 	 To assemble, slightly tilt up the front, insert the drawer into the frame and push the frame back into place.
Refrigerator Shelves description 	 talks about 	 Refrigerator Shelves are adjustable to meet individual storage needs.
Refrigerator Shelves description 	 talks about 	 Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item you want easier.
Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item you want easier. 	 talks about 	 you want easier
Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item you want easier. 	 talks about 	 Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item
Refrigerator Shelves are adjustable to meet individual storage needs. 	 talks about 	 Refrigerator Shelves
Refrigerator Shelves are adjustable to meet individual storage needs. 	 talks about 	 adjustable to meet individual storage needs
Refrigerator Shelves are adjustable to meet individual storage needs. 	 talks about 	 individual storage needs
Refrigerator Shelves 	 are 	 adjustable to meet individual storage needs
Refrigerator Shelves 	 to meet 	 individual storage needs
you want easier 	 talks about 	 you
you want easier 	 talks about 	 easier
you 	 want 	 easier
Refrigerator Shelves Precaution 	 talks about 	 Glass shelves are heavy.
Refrigerator Shelves Precaution 	 talks about 	 Use special care when removing Glass shelves.
Refrigerator Shelves Precaution 	 talks about 	 Do not clean glass shelves with warm water while glass shelves are cold.
Refrigerator Shelves Precaution 	 talks about 	 Shelves may break if exposed to sudden temperature changes or impact.
Refrigerator Shelves Precaution 	 talks about 	 Make sure that shelves are level from one side to the other.
Refrigerator Shelves Precaution 	 talks about 	 Failure to do so may result in the shelf falling or spilled food.
Use special care when removing Glass shelves. 	 talks about 	 removing Glass shelves
Use special care when removing Glass shelves. 	 talks about 	 Use special care
Use special care 	 Synchronous 	 removing Glass shelves
Do not clean glass shelves with warm water while glass shelves are cold. 	 talks about 	 glass shelves are cold
Do not clean glass shelves with warm water while glass shelves are cold. 	 talks about 	 Do not clean glass shelves with warm water
Do not clean glass shelves with warm water 	 Synchronous 	 glass shelves are cold
Shelves may break if exposed to sudden temperature changes or impact. 	 talks about 	 exposed to sudden temperature changes or impact
Shelves may break if exposed to sudden temperature changes or impact. 	 talks about 	 Shelves may break
Shelves may break 	 Condition 	 exposed to sudden temperature changes or impact
exposed to sudden temperature changes or impact 	 Follows 	 Shelves may break
Make sure that shelves are level from one side to the other. 	 talks about 	 shelves are level from one side to the other
Make sure that shelves are level from one side to the other. 	 talks about 	 Make sure
Make sure 	 that 	 shelves are level from one side to the other
Glass shelves are heavy. 	 talks about 	 Glass shelves
Glass shelves are heavy. 	 talks about 	 heavy
Glass shelves 	 are 	 heavy
Failure to do so may result in the shelf falling or spilled food. 	 talks about 	 Failure to do so
Failure to do so may result in the shelf falling or spilled food. 	 talks about 	 the shelf falling or spilled food
Failure to do so 	 may result in 	 the shelf falling or spilled food
glass shelves are cold 	 talks about 	 glass shelves
glass shelves are cold 	 talks about 	 cold
glass shelves 	 are 	 cold
shelves are level from one side to the other 	 talks about 	 shelves
shelves are level from one side to the other 	 talks about 	 level from one side to the other
shelves 	 are 	 level from one side to the other
Refrigerator Shelves Assembling 	 talks about 	 To detach, tilt up the front of the shelf and lift the shelf straight up.
Refrigerator Shelves Assembling 	 talks about 	 Pull the shelf out.
Refrigerator Shelves Assembling 	 talks about 	 To assemble, tilt the front of the shelf up and guide the shelf hooks into the slots at a desired height.
Refrigerator Shelves Assembling 	 talks about 	 Lower the front of the shelf so that the shelf hooks drop into the slots.
Lower the front of the shelf so that the shelf hooks drop into the slots. 	 talks about 	 the shelf hooks drop into the slots
Lower the front of the shelf so that the shelf hooks drop into the slots. 	 talks about 	 Lower the front of the shelf
Lower the front of the shelf 	 Result 	 the shelf hooks drop into the slots
the shelf hooks drop into the slots 	 talks about 	 the shelf
the shelf hooks drop into the slots 	 talks about 	 the slots
the shelf 	 hooks drop into 	 the slots
Refrigerator Shelves Detaching 	 talks about 	 To detach, tilt up the front of the shelf and lift the shelf straight up.
Refrigerator Shelves Detaching 	 talks about 	 Pull the shelf out.
Refrigerator Shelves Detaching 	 talks about 	 To assemble, tilt the front of the shelf up and guide the shelf hooks into the slots at a desired height.
Refrigerator Shelves Detaching 	 talks about 	 Lower the front of the shelf so that the shelf hooks drop into the slots.
Door-in-Door description 	 talks about 	 Door-in-Door is only available on some models.
Door-in-Door description 	 talks about 	 The Door-in-Door compartment allows for easy access to commonly used food items.
Door-in-Door is only available on some models. 	 talks about 	 Door-in-Door
Door-in-Door is only available on some models. 	 talks about 	 only available
Door-in-Door is only available on some models. 	 talks about 	 some models
Door-in-Door 	 is 	 only available
Door-in-Door 	 is only available on 	 some models
The Door-in-Door compartment allows for easy access to commonly used food items. 	 talks about 	 The Door-in-Door compartment
The Door-in-Door compartment allows for easy access to commonly used food items. 	 talks about 	 easy access to commonly used food items
The Door-in-Door compartment 	 allows for 	 easy access to commonly used food items
Door-in-Door Compartment use 	 talks about 	 To access Door-in-Door Compartment, lightly press the button on the right refrigerator door handle.
Door-in-Door Bin description 	 talks about 	 The Door-in-Door inner and outer door bins are removable for easy cleaning.
The Door-in-Door inner and outer door bins are removable for easy cleaning. 	 talks about 	 The Door-in-Door inner door bins
The Door-in-Door inner and outer door bins are removable for easy cleaning. 	 talks about 	 removable for easy cleaning
The Door-in-Door inner and outer door bins are removable for easy cleaning. 	 talks about 	 The Door-in-Door outer door bins
The Door-in-Door inner door bins 	 are 	 removable for easy cleaning
The Door-in-Door outer door bins 	 are 	 removable for easy cleaning
Door-in-Door Bin remove 	 talks about 	 To remove the door bins, lift up and pull out.
Door-in-Door Bin replace 	 talks about 	 To replace the door bins, slide the door bin in above the desired support and push down until the door bin snaps into place.
To replace the door bins, slide the door bin in above the desired support and push down until the door bin snaps into place. 	 talks about 	 the door bin snaps into place
To replace the door bins, slide the door bin in above the desired support and push down until the door bin snaps into place. 	 talks about 	 To replace the door bins , slide the door bin in above the desired support and push down
To replace the door bins , slide the door bin in above the desired support and push down 	 Precedence 	 the door bin snaps into place
the door bin snaps into place 	 talks about 	 the door bin
the door bin snaps into place 	 talks about 	 place
the door bin 	 snaps into 	 place
Door-in-Door Case description 	 talks about 	 To open Door-in-Door Case, press on the area marked Pull to open.
Door-in-Door Case description 	 talks about 	 Door-in-Door Case is removable for easy cleaning and adjustment.
To open Door-in-Door Case, press on the area marked Pull to open. 	 talks about 	 To open Door-in-Door Case
To open Door-in-Door Case, press on the area marked Pull to open. 	 talks about 	 Pull to open
To open Door-in-Door Case 	 marked 	 Pull to open
Door-in-Door Case is removable for easy cleaning and adjustment. 	 talks about 	 Door-in-Door Case
Door-in-Door Case is removable for easy cleaning and adjustment. 	 talks about 	 removable for easy cleaning
Door-in-Door Case is removable for easy cleaning and adjustment. 	 talks about 	 removable for easy adjustment
Door-in-Door Case 	 is 	 removable for easy cleaning
Door-in-Door Case 	 is 	 removable for easy adjustment
Door-in-Door Case remove 	 talks about 	 To remove Door-in-Door Case, lift up and pull out.
Door-in-Door Case replace 	 talks about 	 To replace Door-in-Door Case, line up the tabs on Door-in-Door Case with the slots on the door and push down until Door-in-Door Case snaps into place.
To replace Door-in-Door Case, line up the tabs on Door-in-Door Case with the slots on the door and push down until Door-in-Door Case snaps into place. 	 talks about 	 Door-in-Door Case snaps into place
To replace Door-in-Door Case, line up the tabs on Door-in-Door Case with the slots on the door and push down until Door-in-Door Case snaps into place. 	 talks about 	 To replace Door-in-Door Case , line up the tabs on Door-in-Door Case with the slots on the door and push down
To replace Door-in-Door Case , line up the tabs on Door-in-Door Case with the slots on the door and push down 	 Precedence 	 Door-in-Door Case snaps into place
Door-in-Door Case snaps into place 	 talks about 	 Door-in-Door Case
Door-in-Door Case snaps into place 	 talks about 	 place
Door-in-Door Case 	 snaps into 	 place
Door Bins Precaution 	 talks about 	 Regularly detach and wash the storage bins and shelves ; the storage bins and shelves can become easily contaminated by food.
Door Bins Precaution 	 talks about 	 Do not apply excessive force while detaching or assembling the storage bins.
Door Bins Precaution 	 talks about 	 Do not use the dishwasher to clean the storage bins and shelves.
Regularly detach and wash the storage bins and shelves ; the storage bins and shelves can become easily contaminated by food. 	 talks about 	 Regularly detach and wash the storage bins and shelves
Regularly detach and wash the storage bins and shelves ; the storage bins and shelves can become easily contaminated by food. 	 talks about 	 the storage bins and shelves can become easily contaminated by food
Do not apply excessive force while detaching or assembling the storage bins. 	 talks about 	 detaching or assembling the storage bins
Do not apply excessive force while detaching or assembling the storage bins. 	 talks about 	 Do not apply excessive force
Do not apply excessive force 	 Synchronous 	 detaching or assembling the storage bins
the storage bins and shelves can become easily contaminated by food 	 talks about 	 shelves
the storage bins and shelves can become easily contaminated by food 	 talks about 	 food
the storage bins and shelves can become easily contaminated by food 	 talks about 	 the storage bins
shelves 	 can become easily contaminated by 	 food
the storage bins 	 can become easily contaminated by 	 food
Door Bins Assembling 	 talks about 	 Door Bins are removable for easy cleaning and adjustment To remove the bin, simply lift the bin up and pull straight out.
Door Bins Assembling 	 talks about 	 To assemble the bin, slide the bin in above the desired support and push down until the bin snaps into place.
To assemble the bin, slide the bin in above the desired support and push down until the bin snaps into place. 	 talks about 	 the bin snaps into place
To assemble the bin, slide the bin in above the desired support and push down until the bin snaps into place. 	 talks about 	 To assemble the bin , slide the bin in above the desired support and push down
To assemble the bin , slide the bin in above the desired support and push down 	 Precedence 	 the bin snaps into place
Door Bins are removable for easy cleaning and adjustment To remove the bin, simply lift the bin up and pull straight out. 	 talks about 	 easy cleaning
Door Bins are removable for easy cleaning and adjustment To remove the bin, simply lift the bin up and pull straight out. 	 talks about 	 the bin
Door Bins are removable for easy cleaning and adjustment To remove the bin, simply lift the bin up and pull straight out. 	 talks about 	 Door Bins
Door Bins are removable for easy cleaning and adjustment To remove the bin, simply lift the bin up and pull straight out. 	 talks about 	 removable for easy adjustment
Door Bins are removable for easy cleaning and adjustment To remove the bin, simply lift the bin up and pull straight out. 	 talks about 	 removable
easy cleaning 	 To remove 	 the bin
Door Bins 	 are 	 removable for easy adjustment
Door Bins 	 To remove 	 the bin
Door Bins 	 are 	 removable
the bin snaps into place 	 talks about 	 the bin
the bin snaps into place 	 talks about 	 place
the bin 	 snaps into 	 place
Durabase use 	 talks about 	 The Durabase divider allows you to organize the Durabase area into 2 sections.
Durabase use 	 talks about 	 The Durabase divider can be adjusted from side to side to accommodate items of different sizes.
The Durabase divider allows you to organize the Durabase area into 2 sections. 	 talks about 	 The Durabase divider
The Durabase divider allows you to organize the Durabase area into 2 sections. 	 talks about 	 you to organize the Durabase area into 2 sections
The Durabase divider 	 allows 	 you to organize the Durabase area into 2 sections
The Durabase divider can be adjusted from side to side to accommodate items of different sizes. 	 talks about 	 The Durabase divider
The Durabase divider can be adjusted from side to side to accommodate items of different sizes. 	 talks about 	 side
The Durabase divider can be adjusted from side to side to accommodate items of different sizes. 	 talks about 	 accommodate items of different sizes
The Durabase divider 	 can be adjusted to 	 side
The Durabase divider 	 can be adjusted to 	 accommodate items of different sizes
Durabase Precaution 	 talks about 	 If the Durabase divider is removed, there is enough open space for children or pets to crawl inside.
Durabase Precaution 	 talks about 	 To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer.
If the Durabase divider is removed, there is enough open space for children or pets to crawl inside. 	 talks about 	 the Durabase divider is removed
If the Durabase divider is removed, there is enough open space for children or pets to crawl inside. 	 talks about 	 there is enough open space for children or pets to crawl inside
there is enough open space for children or pets to crawl inside 	 Condition 	 the Durabase divider is removed
the Durabase divider is removed 	 Follows 	 there is enough open space for children or pets to crawl inside
there is enough open space for children or pets to crawl inside 	 talks about 	 for children or pets to crawl inside
there is enough open space for children or pets to crawl inside 	 talks about 	 there is enough open space
To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer. 	 talks about 	 children or pets
To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer. 	 talks about 	 the drawer
children or pets 	 to go near 	 the drawer
for children or pets to crawl inside 	 talks about 	 children or pets
for children or pets to crawl inside 	 talks about 	 inside
children or pets 	 to crawl 	 inside
